	header	desc	author	date
266	BlackRock's New Thematic ETFs Track Transformative Megatrends	Three megatrends are transforming the world, said ETF firm iShares, which is launching thematic ETFs to capture the opportunity in these niche markets.	Lawrence Carrel	Apr 28, 2022
267	Three Things The Country Needs To Do About Student Loans And College Costs	Time to get beyond questions about whether people should pay and address the fundamental problems that have made things go so wrong.	Erik Sherman	Apr 28, 2022
268	The Power Of Diversity, Equity, And Inclusion To Improve Risk-Adjusted Returns In Private Equity	Last month, IADEI launched its research library, one of the largest open-source collections of research on the impact of diversity and inclusion on investing. Distilling 148 articles, IADEI finds that DEI may improve performance and reduce risk in private equity portfolios. Read more here	Bhakti Mirchandani	Apr 28, 2022
269	Bitcoin Climbs Above $40,000 But Struggles To Stay Above That Level	Bitcoin prices broke above $40,000, but they quickly retreated, before repeating this process multiple times. Analysts comment on what's next for the digital currency.	Charles Bovaird	Apr 28, 2022
270	IRS And Foreign Tax Enforcers Warn NFTs Pose Growing Money Laundering Risks	On Thursday, regulators issued a new warning of the growing risks of money laundering and fraud in nonfungible tokens.	Jeff Kauflin	Apr 28, 2022
271	IRS Clawback Proposed Regulation Causes Confusion In The Playing Field	The IRS’s assault on various planning strategies in court cases, Treasury Regulation pronouncements and Proposed Regulations can result in unpredictability, and make the day-to-day life of estate tax planners interesting, to say the least.	Alan Gassman	Apr 28, 2022
272	Robinhood Shares Crater After Dismal Earnings, Monthly Active Users Fall 10% From A Year Ago	Robinhood’s stock plunged amid a drop in users and shrinking revenue.	Sergei Klebnikov	Apr 28, 2022
273	Update: JBSS, RBBN and CLS, April 28	John B. Sanfilippo & Son (JBSS) reported fiscal 2022 Q3 results last night. Net sales for the period rose 5.1% year-over-year to $218.6 million and exceeded the consensus estimate by $3.1 million as an 8.1% increase in the weighted average sales price per pound resulting from the company’s [...]	Taesik Yoon	Apr 28, 2022
274	The Markets Watch For A Future Recession, But Is It Already Here?	A recession is defined as two quarters of negative growth, so rather than speculate about a future recession, with today's negative Q1 GDP release, are we in the middle of one?	Simon Moore	Apr 28, 2022
275	Stocks Rebound, Dow Jumps 600 Points As Strong Earnings Reports Boost Markets	Markets attempted to come back from steep losses this week.	Sergei Klebnikov	Apr 28, 2022
276	This Week In Credit Card News: Shopping At Amazon’s Cashierless Stores; The Surge In Digital Banking	What took place this week in the credit card and payment industries	Bill Hardekopf	Apr 28, 2022
277	Financial Literacy Can Help Lead Towards Financial Independence	Financial literacy is about raising public awareness of the importance of maintaining smart money management habits. We know that greater financial literacy is associated with greater financial well-being.	Julia M. Carlson	Apr 28, 2022
278	An Educational Revolution Waiting To Happen	Right now, online learning is alive and well at the level of advanced education.	Peter Georgescu	Apr 28, 2022
279	Russian Tycoon Oleg Tinkov Sells Bank Stake To Oligarch Vladimir Potanin	The former billionaire has sold his 35% stake in Tinkoff Bank to Russia’s richest man Vladimir Potanin, after social media rant over “insane” war in Ukraine.	Iain Martin	Apr 28, 2022
280	The Only 5 Money Apps You'll Ever Need	While financial apps promise to make managing our money simple if not even enjoyable, not all of them deliver. Here are 5 of my favorites.	Rob Berger	Apr 28, 2022
281	Cathie Wood's Ark Fund Plunges To Two-Year Low As Teladoc Stock Crashes, Tesla Slips Again	After skyrocketing 150% in 2020, Ark's flagship fund has plunged nearly 70% from an all-time high last year.	Jonathan Ponciano	Apr 28, 2022
282	Earnings Preview: What To Expect From Apple Today	Apple Inc. is scheduled to report earnings after today’s close. Here's a closer look.	Adam Sarhan	Apr 28, 2022
283	Baidu Gets Green Light For Autonomous Beijing Taxis, Premier Li Highlights Internet Companies	Asian equities had a strong night as all markets gained, led by Japan as the Yen hit a low versus the US dollar not seen since 2002.	Brendan Ahern	Apr 28, 2022
284	Biden Says A Decision On Student Loan Forgiveness Is Coming Within Weeks — Here’s Where He Stands	President Biden told reporters on Thursday that he is considering taking executive action to broadly cancel student loan debt, and a decision may be imminent. Here’s what you need to know.	Adam S. Minsky	Apr 28, 2022
285	Wondering Why Your RMD Just Got Smaller?	If you’re wondering why this year’s required minimum distribution (RMDs) amount just got smaller, there’s a reason for that. In 2020, the IRS updated the table used to calculate required minimum distributions (RMDs) for those age 72 or older with assets in certain qualified retirement plans.	Ron Carson	Apr 28, 2022
286	Free College? It’s Already An Option In Most States	Free college is already an option in most states, but you have to know where to look and understand your options.	Robert Farrington	Apr 28, 2022
287	GlaxoSmithKline Reports Robust 1Q22 Earnings; Beats Street Estimates	GSK delivered a stellar result for 1Q22, with turnover increasing 32% YOY (32% YOY constant exchange rate or CER) to £9.8 billion (10.5% vs. consensus).	Joe Cornell	Apr 28, 2022
288	Here’s Why Meta Stock Is Surging 18% Despite Underwhelming Quarterly Results	Even amid weaker guidance, Meta shares surged as user growth bounced back.	Sergei Klebnikov	Apr 28, 2022
289	What’s Going On With Older Workers?	Roughly 1.3 million more people age 55 and older are retired today than we would expect absent the pandemic.	Teresa Ghilarducci	Apr 28, 2022
290	Why Did VALE Stock Decline Sharply In Recent Weeks?	Stock Has Underperformed Broader Markets VALE stock declined from levels of around $13.60 in February 2020 (pre-crisis peak) to levels of around $7 in March 2020 (as the markets bottomed out), implying VALE stock lost 50% from its approximate pre-crisis peak.	Trefis Team	Apr 28, 2022
291	Congress Can More Modestly Expand The Child Tax Credit And Still Help Very Low-Income Families	As President Biden and congressional Democrats make another push to reach a compromise on a social spending, climate change, and tax bill, a key issue is what they’ll do with the Child Tax Credit (CTC).	Elaine Maag	Apr 28, 2022
292	Is This Stock A Better Pick Over Occidental Petroleum?	With rising production numbers and benchmark oil prices, both companies reported strong growth figures in 2021.	Trefis Team	Apr 28, 2022
293	U.S. Digital Asset Strategy Needs A Stronger Tax Focus	In the months and weeks leading up to the IRS’s tax filing deadline, an old narrative swiftly emerged: Some taxpayers are still largely in the dark on the proper tax treatment of digital assets and virtual currencies.	Nana Ama Sarfo	Apr 28, 2022
294	6 Tax Increases Biden Has Proposed	One of the biggest changes the President hopes to make would be tax on death. The proposal is to repeal step up in basis. For generations, everyone gets a step up in basis for income tax purposes when they die. But the President wants to repeal it.	Robert W. Wood	Apr 28, 2022
295	The ‘4% Withdrawal’ Fallacy Gets Worse	For decades, plain vanilla financial advisors have pitched a “4% withdrawal rate” as a retirement solution...	Brett Owens	Apr 28, 2022
296	U.S. Economy Shrank 1.4% Last Quarter In Worst Showing Since Covid Recession, New GDP Estimate Shows	The government blamed the unexpected decline on the omicron variant of Covid-19 and decreased government assistance.	Jonathan Ponciano	Apr 28, 2022
297	What To Expect From Honeywell Stock After It Reports Q1 Earnings?	Revenues expected to be above the consensus estimates Trefis estimates Honeywell’s Q1 2022 revenues to be around $8.4 billion, compared to the $8.3 billion consensus estimate.	Trefis Team	Apr 28, 2022
298	Many College Students May Not Return Next Fall, Aid Applications And Hot Job Market Suggest	The percentage of current students completing the FAFSA form has reached staggering lows compared with before the pandemic, with the poorest students showing the sharpest decline.	Emma Whitford	Apr 28, 2022
299	Mented Cosmetics Disrupts $40 Billion Beauty Sector By Igniting Cultural Capital	Mented is disrupting the U.S. beauty and cosmetic market that’s expected to reach $40 billion by the end of 2022. Black-owned beauty brands are igniting cultural capital to address the specific needs of women of color they continue to stand at the forefront of innovation for companies in the sector.	Kori Hale	Apr 28, 2022
300	For Some Companies, Leaving Russia Is Not So Easy	The Russia-Western World divorce heats up. Some leave kicking and screaming.	Kenneth Rapoza	Apr 28, 2022
301	New Proposal Would Prevent Biden From Canceling Student Loans	Can Congress prevent President Biden from enacting student loan cancellation?	Zack Friedman	Apr 28, 2022
302	Securing Your Retirement When Buying Bitcoin In The 401k	Fidelity has announced that it will begin allowing plan administrators to incorporate bitcoin within 401ks. Before you start investing retirement dollars in the cryptocurrency, make sure it matches your savings goals.	Ryan Derousseau	Apr 28, 2022
303	After Q1 Earnings Beat And Raise, ServiceNow CEO Sees 56% Stock Upside	ServiceNow beats and raises and its CEO says the stock has 56% upside	Peter Cohan	Apr 28, 2022
304	What To Expect From Bristol Myers Squibb Stock After Q1 Results?	BMY stock has seen a 23% rise YTD, outperforming its peers and the broader markets, primarily due to an increase in dividends and boosting its share repurchase program.	Trefis Team	Apr 28, 2022
305	Volatility Is An Opportunity: Digital Assets And African Markets	Crypto has shown us that healthy, growing markets can also be volatile. If crypto’s volatility is accepted and, to an extent, sought out as an opportunity, why should the same not be true for African currencies?	Elizabeth Rossiello	Apr 28, 2022
306	How To Invest Your Self-Directed IRA In Socially Responsible Ways	Known as environmental, social and governance (or ESG) investing, this strategy allows you to invest your money in ways that align with your beliefs and values while supporting causes that you believe in.	Kelli Click	Apr 28, 2022
307	‘It’s Deja Vu’—Legendary Trader Who Called 2018’s Bitcoin Crash Issues Stark Prediction As Price Of Bitcoin, Ethereum, BNB, XRP, Solana, Cardano, And Dogecoin Sink	A legendary analyst who called the 80% bitcoin crash in 2018 say the bitcoin price is in for another major shakedown. Meanwhile, the price of ethereum, BNB, XRP, solana, cardano, and dogecoin is mixed.	Dan Runkevicius	Apr 28, 2022
308	GM Posts An Earnings Beat, The Stock Is Still Trading Cheap	General Motors posted a stronger than expected set of Q1 FY 2022 results and raised its full-year earnings guidance, showing signs of a strong comeback after a relatively muted 2020 and 2021.	Trefis Team	Apr 28, 2022
309	New York’s Problems: Not Just The Budget	Mayor Eric Adams has presented a relatively modest budget. But the city's biggest problems aren't spending or taxation, and the Mayor and the city will need luck to overcome them.	Richard McGahey	Apr 28, 2022
310	The Fed Is Pushing The Economy Into A Recession	Why are stocks so shaky?	Steve Forbes	Apr 28, 2022
311	Easy Financial Health Fixes Before Retirement	Just as putting off checkups and routine healthcare screenings can leave you with fewer treatment options when it comes to your physical health, avoiding talking about your finances can have the same impact on your financial health.	Andrew Rosen	Apr 28, 2022
312	James Murdoch’s Bodhi Tree To Invest $1.8 Billion In Billionaire Mukesh Ambani-Backed Viacom18	Bodhi Tree Systems—backed by James Murdoch, the youngest son of media tycoon Rupert Murdoch—is investing 135 billion rupees ($1.8 billion) into billionaire Mukesh Ambani’s Viacom18 to create one of the largest TV and digital streaming companies in India.	Jonathan Burgos	Apr 28, 2022
313	Asian Billionaires’ Hotel Groups Build Virtual Lands In Decentraland And The Sandbox’s Metaverse	Singaporean billionaire Kwek Leng Beng’s Millennium Hotels and Resorts and the billionaire Lo family’s Regal Hotels Group in Hong Kong are taking their first steps into the metaverse after purchasing virtual properties in blockchain gaming platforms Decentraland and the Sandbox.	Zinnia Lee	Apr 28, 2022
314	‘Zombified’ Japan Shows World How Not To Spend $5 Trillion	The bottom line is that the Bank of Japan’s $5 trillion stimulus boom backfired. In trying to reanimate things, the BOJ's largess zombified large swaths of the economy.	William Pesek	Apr 28, 2022
315	The FTX US Proposal That Shook Congress And The Crypto Derivatives World	In this story, I review the timeline of events regarding this proposal first and then an interview with Brett Harrison, the President of FTX US who breaks down why this proposal is significant and his belief in how this type of margin clearing actually reduces global systemic risks.	Jason Brett	Apr 27, 2022
316	Bitcoin Prices Bounce Back After Falling To Lowest Since Mid-March—Here’s Why	Bitcoin prices have appreciated over the last few days, rising more than 4% in less than 24 hours. Analysts cited multiple variables when explaining this latest appreciation.	Charles Bovaird	Apr 27, 2022
317	What To Do If Your Business Missed The S Corp Tax Deadline	The deadline for existing LLCs and C Corporations to elect S Corporation tax treatment for tax year 2022 was March 15. What happens if your business missed the S Corp deadline?	AllBusiness	Apr 27, 2022
318	‘Doom Loop’—Crypto Exchange Founder Suddenly Flips With Shock Bitcoin Price Prediction As Ethereum, BNB, XRP, Solana, Cardano, Luna, Avalanche And Dogecoin Crash Back	The co-founder of bitcoin and crypto exchange BitMEX has outlined how he sees the bitcoin price eventually hitting $1 million—a far more bullish price prediction than he made earlier this month...	Billy Bambrough	Apr 27, 2022
319	Taiwan’s 50 Richest 2022: Despite Pandemic Challenges, Collective Wealth Rises To $158 Billion	The wealth of the 50 richest reveal a mixed picture, with 23 adding to their net worth and 24 seeing a decline.	Jane Ho	Apr 27, 2022
320	Is It Time To Buy Netflix And Alphabet Again? Experts Say Beaten Down Tech Stocks Are Value Plays	Some analysts say big tech stocks are today’s value buys.	Sergei Klebnikov	Apr 27, 2022
321	With COVID-19 Cases On Rise, Bureau Of Prisons Slowly Still Transferring Inmates Under CARES Act	7,000 inmates in the Bureau of Prisons have been transferred to home confinement under the CARES Act. Now many prisoners, who are sick, remain in prison when they should be allowed to go home.	Walter Pavlo	Apr 27, 2022
322	The Bond Market Vigilantes Are Back, Overriding The Federal Reserve ‘Go Slow’ Policy	Wall Street's break from the Federal Reserve opens the financial markets up to sizable, volatile adjustments	John S. Tobey	Apr 27, 2022
323	Make Negative Returns A Positive For Your Portfolio	The worst thing we can do is retreat from bad markets by cashing out. But that doesn’t mean we can’t take any action. In fact, there are a few wise financial moves to consider when the market is down.	Danielle Seurkamp	Apr 27, 2022
324	Ric Edelman’s New Project Teaches Advisors About Digital Assets	Ric Edelman founded what became the largest independent RIA in the U.S. Last summer he quit in order to build a new business that teaches advisors about the blockchain and the digital assets more of their clients want to buy.	Lawrence Carrel	Apr 27, 2022
325	Edward Snowden Revealed As Key Participant In Mysterious Ceremony Creating $2 Billion Anonymous Cryptocurrency	The notorious whistle-blower acknowledges he was the sixth person who participated in an elaborate 2016 ceremony that led to the creation of zcash, a leading privacy protecting cryptocurrency now valued at $2 billion.	Michael del Castillo	Apr 27, 2022
326	Errors And Poor Data Complicate Student Loan Forgiveness, GAO Report Finds	Your student loan payments before 2014 may not have been counted properly toward student loan forgiveness.	Zack Friedman	Apr 27, 2022
327	Student Loan Forgiveness Of $50,000 Is ‘Getting More And More Likely’ Says Top Democrat — But There Could Be A Catch	Momentum towards some form of broad student loan forgiveness initiative appears to be building as President Biden seriously contemplates using executive action to cancel student debt for a broad swath of borrowers. But there could be a catch.	Adam S. Minsky	Apr 27, 2022
328	Austria’s Carbon Tax Is Almost Here. Will It Provide A Blueprint For Western Nations?	Austria's carbon tax is about to become reality. It might have just the thing to move the needle on the issue in the minds of American lawmakers and taxpayers: Economic incentive.	Brian Peccarelli	Apr 27, 2022
329	Are Critics Of Private Equity Nursing Home Ownership Living In The Past?	Industry experts tell me that, increasingly, big investors in senior services are abandoning nursing facilities in favor of the far more lucrative home health business and, in some cases, private-pay senior housing.	Howard Gleckman	Apr 27, 2022
330	The Correct Cash Allocation For Your Retirement Portfolio Is Zero	Your cash bucket has a real return of –8.4%. It should be empty.	William Baldwin	Apr 27, 2022
331	The Art Of Tokenization: How A Picasso Painted Itself Onto The Blockchain	And it's got nothing to do with NFTs.	Martin Leo Rivers	Apr 27, 2022
332	Robinhood’s Troubles Could Get Worse As Stock Hits Record Low Amid Layoffs And Looming Quarterly Earnings	The stock could take a further hit if revenue and user growth continue to disappoint, analysts warn.	Sergei Klebnikov	Apr 27, 2022
333	Roku Stock Hit With Bear Note Ahead Of Earnings	Roku (ROKU) has been underperforming on the charts, down 61.8% year-to-date with overhead pressure at the 50-day moving average.	Schaeffer's Investment Research	Apr 27, 2022
334	If Bitcoin Breaks This Line There Will Be Hell To Pay	I’ve always said that bitcoin's true use-case for investors was as a speculative barometer, whose price is a pure function of risk-taking appetite tied to the amount of liquidity in markets, and the viral but disastrously misinformed notion of never-ending government stimulus.	Oliver Renick	Apr 27, 2022
335	US Stocks: Look Out, Below!	The Bottom Line The benchmark S&P 500 (SPX) is in the midst of a major downtrend that was initiated in late January of this year.	John Kosar	Apr 27, 2022
336	What To Expect From McDonald’s Stock After Q1?	McDonald’s stock (NYSE: MCD), the world’s largest restaurant chain, consisting of more than 40,000 mostly franchised stores, is scheduled to report its fiscal first-quarter results on Thursday, April 28.	Trefis Team	Apr 27, 2022
337	Aging Parents And Issues With Home Care Workers	Elders who want to age in place at home may need help. Getting a home care worker can be difficult. Learn ways to do this and avoid unnecessary stress.	Carolyn Rosenblatt	Apr 27, 2022
338	Can Sirius Stock Trade Higher Post Q1?	For the full year 2022, Sirius expects self-pay net subscriber additions of approximately 500,000, total revenue of approximately $9 billion, adjusted EBITDA of $2.8 billion, and free cash flow of over $1.6 billion.	Trefis Team	Apr 27, 2022
339	Judge Rejects Elon Musk’s Bid To End Supervision Of Tesla Tweets: Billionaire’s Arguments Are ‘Meritless’ And ‘Ironic’	“None of the arguments hold water,” a federal judge said Wednesday in the latest ruling stemming from Musk’s “funding secured” tweet in 2018.	Jonathan Ponciano	Apr 27, 2022
340	Only 4 Days Left To Buy I Bonds Paying 8.5%	You only have four days until the end of April to buy U.S. Treasury I bonds that will pay you 8.54% over the next year.	Chuck Jones	Apr 27, 2022
341	Mastercard Stock To Top The Consensus In Q1?	The growth was driven by a 53% jump in the cross-border volume, followed by a 23% increase in the gross dollar volume, and a 27% rise in the switched transactions.	Trefis Team	Apr 27, 2022
342	Microsoft On Cloud 9 After Smashing Expectations	It’s the biggest tech company that nobody ever talks about, and business is booming. At a price of $270.22, Microsoft trades at 25x forward earnings and 11.4x sales. The company has profit margins of 38.5%.	Jon Markman	Apr 27, 2022
343	3 Midcap Dividends That Defy Inflation (And Putin And Xi, Too)	Secure payers that benefit from today’s trends are in.	Brett Owens	Apr 27, 2022
344	Manager Of World’s First NFT Fund Talks NFT Evolution And The Future Of Crypto Assets	When most people think of non-fungible tokens, they immediately look to digital artwork and sometimes music or videos. In this kind of instance, NFTs represent the original of something digital.	Jacob Wolinsky	Apr 27, 2022
345	The Revealing Economics Of The Metaverse	The unreality of the metaverse has something to teach about the nature of all money and investing.	Milton Ezrati	Apr 27, 2022
346	China Gov’t Goes ‘All-Out’ While Q1 Earnings Power Rebound	Asian equities were off following the US equity market’s downdraft as China, and Hong Kong were the only markets up.	Brendan Ahern	Apr 27, 2022
347	NortonLifeLock Stock Has Returned Just 35% Since 2018: Here’s Why	NLOK’s Total Revenue has grown 7.5% from $2.6 billion in 2018 to $2.8 billion on an LTM basis.	Trefis Team	Apr 27, 2022
348	Warren Buffett Stocks That Are Holding Up Well During This Sell-Off	These 3 value stocks held by Warren Buffett and Charlie Munger in their Berkshire Hathaway portfolio are holding up better than the big name, big tech stocks in the NASDAQ-100.	John Navin	Apr 27, 2022
349	Despite Flat Revenues, Micron Technology Stock Has Doubled Since 2018: Here’s Why	This comes as a surprise as the company has witnessed only a marginal rise in revenues over this period, and a slight drop in the outstanding share count.	Trefis Team	Apr 27, 2022
350	Crypto Bahamas Kicks Off As Country Solidifies Plans To Become ‘Leading Digital Asset Hub’ Amidst Market Uncertainty	The island nation is hosting an exclusive crypto-focused conference with speakers including Bill Clinton and Tony Blair.	Nina Bambysheva	Apr 27, 2022
351	Biden’s Scary Death & Wealth Tax Plans	The President’s budget floats the repeal step up in basis on death. On death, instead of the tax basis going up to market value, an income tax would be triggered. When the estate transfers the house to a child, that would be a sale for tax purposes.	Robert W. Wood	Apr 27, 2022
352	Investors Are Eyeing Coca-Cola After A Blowout Quarterly Earnings Report	Coca-Cola reported quarterly numbers that topped expectations. Here's what that means for investors.	Q.ai - Powering a Personal Wealth Movement	Apr 27, 2022
353	Will Norfolk Southern Stock Move Higher Following Q1 Results?	Not only do we believe Norfolk Southern will navigate well through Q1, but we also find NSC stock to be undervalued at its current levels, as we discuss below.	Trefis Team	Apr 27, 2022
354	Do You Want To Retire Investing Fossil Fuel Free?	Women are often associated with caring about the environment and fossil fuel free investing. Makes sense, given that we use the term “Mother Nature.” As You Sow’s Fossil Free rating system incorporates the desire to be fossil fuel free while pursuing investing goals, such as a carefree retirement!	James Brewer	Apr 27, 2022
355	Wrestling Russia On The Blockchain - Six Most Likely Sanctions To Be Imposed	It remains common knowledge that Crypto and DeFI do not provide enough liquidity to allow Russia to bypass SWIFT-related sanctions entirely. However, here are six possible Blockchain-based sanctions to be imposed on Russia and Belarus to limit historical sanction evasion strategies	Michal Gromek	Apr 27, 2022
356	No, Biden Is Not Canceling Most Student Loan Debt	Reporting incorrectly claimed that Biden is considering canceling most or all student loan debt.	Zack Friedman	Apr 27, 2022
357	Will Merck Stock Rise After Its Q1 Results?	Not only do we expect Merck to post upbeat Q1 results, but we also find its stock to have more room for growth from its current levels, as we discuss below.	Trefis Team	Apr 27, 2022
358	Uncle Sam Up-Ends US Solar: Here's How To Navigate The Fallout	"The Obama Administration energy policy promoted breakthrough research on cleaner sources while sanctioning unprecedented construction of needed infrastructure including pipelines. Trump clearly favored drilling over new wind and solar. Under Biden, however, policy is often ""none of the above."""	Roger Conrad	Apr 27, 2022
359	Why Is The Market Rewarding MGM Resorts Stock?	The shares of MGM Resorts (NYSE: MGM) have been observing investor optimism despite sharp declines reported by peers, Wynn Resorts and Las Vegas Sands.	Trefis Team	Apr 27, 2022
360	Xi Lays Bare China’s Economic Delusion	The problem is that China’s official economic statistics have long been aspirational rather than actual.	Simon Constable	Apr 27, 2022
361	How Stagflation Could Trigger Global Bitcoin Adoption	It is a period where central banks experience a zugzwang situation where monetary tools meant to control rising inflation lead to higher unemployment and lower economic production.	Rufas Kamau	Apr 27, 2022
362	Singapore’s Keppel, Sembcorp Marine Merging To Create World’s Biggest Oil-Rig Builder	A unit of conglomerate Keppel Corp. and Sembcorp Marine—both controlled by Singapore state-linked investment firm Temasek—have agreed to merge to create the world’s largest builder of oil rigs.	Jonathan Burgos	Apr 27, 2022
363	Billionaire Mukesh Ambani’s Reliance In $2 Billion JV To Build Abu Dhabi Petrochemical Plant	Reliance Industries—controlled by billionaire Mukesh Ambani—has signed an agreement to partner with Abu Dhabi National Oil Company (ADNOC) to build a $2 billion petrochemical production facility in Abu Dhabi as the Indian energy giant makes its maiden investment in the Middle East.	Jonathan Burgos	Apr 27, 2022
364	Fitness Metaverse: This Tech Company Trades Sweat For Crypto And NFTs	OliveX wants you to earn while you burn. The Hong Kong-based digital fitness company rewards players with crypto and NFTs as they flee marauding pirates and monsters across a dystopian wasteland.	Zinnia Lee	Apr 27, 2022
365	Stock Market Drops Confirm End Of Line For Bullishness	The recent sharp declines at the market's 2022 lows are proof of continued weakness	John S. Tobey	Apr 26, 2022
366	Inflation Hits New Aircraft Deliveries: Escalating The Problem Or Inflating A Solution?	The aviation industry experienced the biggest drop in demand in its history during the pandemic, and many airlines have been on life support.	David Yu	Apr 26, 2022
367	The Myth Of The Big Bad Billionaire	Don’t get distracted from the massive income inequality that is closer to hand.	Erik Sherman	Apr 26, 2022
368	Tesla Stock Plunge Wipes Out $128 Billion In Value As Twitter Deal Sparks Fears	"""Tesla shareholders can’t be happy"" about the Twitter deal potentially diverting Elon Musk's attention, one analyst says."	Jonathan Ponciano	Apr 26, 2022
369	Update: LXFR, April 26	Luxfer (LXFR) reported Q1 results last night. While net sales of $97.0 million for the period came in slightly below the $97.7 million consensus forecast due to supply chain constraints and unfavorable foreign currency movements, this still represented strong year-over-year growth of 13.8% [...]	Taesik Yoon	Apr 26, 2022
370	Robinhood Lays Off 9% Of Full-Time Employees After Decline In Users	Robinhood’s pandemic-era gains are receding, and CEO Vlad Tenev announced Tuesday that around 340 employees would be laid off.	Zachary Snowdon Smith	Apr 26, 2022
371	Elon Musk IS-A-PERSON For Sure	The knee-jerk “present your passport to use Facebook”, or whatever, is not the way to get a better public square. Fortunately, there is no need for it. Technology means that we can deliver verifiability in a privacy-enhancing manner, so let us hope that Mr. Musk will adopt a creative approach.	David G.W. Birch	Apr 26, 2022
372	Alphabet Shares Fall After Quarterly Earnings Reveal Slowing Revenue Growth	The earnings miss dragged Alphabet shares lower, with the stock down nearly 20% this month alone.	Sergei Klebnikov	Apr 26, 2022
373	Biden Reportedly Considering Broad Student Loan Cancellation	The Biden administration is sending signals this week that that wide-scale student loan forgiveness remains is under serious consideration.	Adam S. Minsky	Apr 26, 2022
374	Stock Market Sell-Off Continues: Dow Plunges 800 Points Ahead Of Big Tech Earnings	Stocks were for sale once again despite a brief respite a day earlier.	Sergei Klebnikov	Apr 26, 2022
375	Senate Confirms Lael Brainard As Fed’s New Vice Chair. Here’s What We Know.	The sole Democrat on the Fed’s board of governors was at one point a favorite to unseat Chair Powell.	Jonathan Ponciano	Apr 26, 2022
376	The Q2 Bear Is Here	Cycle projections had pointed to a weak Q2 as can be seen in the cycle charts.	Bill Sarubbi	Apr 26, 2022
377	Fidelity Adds Bitcoin to 401(k) Options. Should You Consider It?	Fidelity has announced that it plans to include Bitcoin as an option in some retirement accounts later this year.	Simon Moore	Apr 26, 2022
378	What To Expect From Chipotle’s Stock Post Q1?	Chipotle Mexican Grill stock (NYSE: CMG), a fast-casual restaurant chain that focuses on fresh and organic ingredients in burritos, salads, and more, is scheduled to report its fiscal first-quarter results on Tuesday, April 26.	Trefis Team	Apr 26, 2022
379	San Francisco’s Fintech Biz Seems To Have A Gender Problem	London and New York are even worse, if you aren't male.	Simon Constable	Apr 26, 2022
380	79% Of Americans Believe More Money Will Make Them Happier. Here’s Why They’re Wrong	Prioritizing the pursuit of money never contributes to overall happiness and life satisfaction.	Joshua Becker	Apr 26, 2022
381	Examining The Ukrainian Tax Implications Of Russia’s Invasion	Valeria Tarasenko of Dentons Kyiv discusses the Ukrainian government’s tax policy changes in response to the Russian invasion.	Tax Notes Staff	Apr 26, 2022
382	Home Buying Is Becoming ‘Unaffordable For Most Americans’: Here’s What Experts Predict For The Housing Market In 2022	Monthly mortgage payments are up nearly $500 since last year and more than double what they were a decade ago.	Sergei Klebnikov	Apr 26, 2022
383	Student Loan Forgiveness: 4 People Likely To Oppose Student Loan Cancellation	Here are 4 people who are likely to oppose mass student loan forgiveness.	Zack Friedman	Apr 26, 2022
384	What You Should Know Before Investing In Fidelity’s Bitcoin Retirement Accounts	This morning crypto advocates and the crypto curious alike woke up to the news that asset management giant Fidelity will start allowing investors to put bitcoin into their 401(k) retirement savings accounts. However, it is important to read the fine print.	Steven Ehrlich	Apr 26, 2022
385	Bear Market Looms As ‘Relentless Selling’ Batters Stocks—Not Even Lower Inflation Can Help Now	“Be careful what you wish for,” a Morgan Stanley analyst cautions of one downside to lower inflation.	Jonathan Ponciano	Apr 26, 2022
386	Under Musk, Twitter-Neuralink Is A Natural Pairing	After proving to be the only person capable of actually canceling the American President, and instigating a near-global debate over free speech that led to a buyout by the world's richest man, I'd say it aged pretty well.	Oliver Renick	Apr 26, 2022
387	How Much Money Is An Employment Discrimination Case Worth?	While no “one size fits all” answer exists, it is possible to specifically identify the types of damages that are available and to spell out how the amount will be determined.	Eric Bachman	Apr 26, 2022
388	Down 10% Last Month, Can Fortinet Stock Recover Anytime Soon?	If you look at the change over the last five and ten days, too, the stock has lost -7.9% and -9.4% respectively, underperforming the broader markets on both occasions.	Trefis Team	Apr 26, 2022
389	Discover Financial Stock To Post Mixed Results In Q1?	While the growth in NII was because of higher net interest margin and outstanding loan balances, the non-interest revenues benefited from the recovery in the card purchase volume – up 25% y-o-y.	Trefis Team	Apr 26, 2022
390	PBOC & State Council Lift Internet And Consumption Plays	Asian equities were largely higher. Mainland China was off, and Australia returned from yesterday’s holiday off -2.08% as commodity prices retreated.	Brendan Ahern	Apr 26, 2022
391	What To Expect From Intercontinental Exchange Stock?	It reported total net revenues (revenue minus transaction-based expenses) of $1.8 billion, which is 10% more than the year-ago period.	Trefis Team	Apr 26, 2022
392	Tencent-Backer Prosus Invests In Kuok Meng Ru’s BandLab As Music Platform Accelerates Expansion	BandLab—cofounded by Kuok Meng Ru, son of palm oil billionaire Kuok Khoon Hong—has received an investment from Dutch private equity firm Prosus Ventures as the digital platform for music creators accelerates expansion plans.	Jonathan Burgos	Apr 26, 2022
393	Fuel Your Portfolio With These Three Petroleum Stocks	With gas prices reaching a new all-time high in March, should you consider these three petroleum stocks?	Charles Rotblut	Apr 26, 2022
394	Despite The Student Debt Crisis, High School Seniors Favor High-Cost, High-Amenity Colleges, New Survey Finds	As the May 1 college decision day approaches, most teens worry about costs—but not enough, it seems, to tilt their choices. Parents weren’t surveyed.	Emma Whitford	Apr 26, 2022
